,start_station_name,end_station_name,value
121843,E 54 St & 1 Ave,Ogden Ave & W 165 St,1.0
247182,W 44 St & 11 Ave,Cumberland St & Lafayette Ave,1.0
247183,W 44 St & 11 Ave,DeKalb Ave & Hudson Ave,1.0
247184,W 44 St & 11 Ave,DeKalb Ave & S Portland Ave,1.0
121868,E 54 St & 1 Ave,River Ave & E 151 St,1.0
121872,E 54 St & 1 Ave,Riverside Dr & W 145 St,1.0
121873,E 54 St & 1 Ave,Riverside Dr & W 148 St,1.0
121874,E 54 St & 1 Ave,Riverside Dr & W 153 St,1.0
121863,E 54 St & 1 Ave,Putnam Ave & Wyckoff Ave,1.0
121864,E 54 St & 1 Ave,Queens Blvd & 56 St,1.0
121844,E 54 St & 1 Ave,Old Broadway & W 133 St,1.0
121848,E 54 St & 1 Ave,Parade Pl & Crooke Ave,1.0
67902,Broadway & W 220 St,S 4 St & Wythe Ave,1.0
67903,Broadway & W 220 St,S 5 Pl & S 5 St,1.0
67907,Broadway & W 220 St,Sedgwick Ave & W Tremont Ave,1.0
67908,Broadway & W 220 St,Sheridan Ave & E 168 St,1.0
67910,Broadway & W 220 St,South St & Whitehall St,1.0
67911,Broadway & W 220 St,Southern Blvd & E 175 St,1.0
121795,E 54 St & 1 Ave,Madison St & Seneca Ave,1.0
121796,E 54 St & 1 Ave,Maiden Ln & Pearl St,1.0
247192,W 44 St & 11 Ave,Dock 72 Way & Market St,1.0
247193,W 44 St & 11 Ave,Driggs Ave & N Henry St,1.0
67924,Broadway & W 220 St,University Ave & W Burnside Ave,1.0
67926,Broadway & W 220 St,Valentine Ave & E 183 St,1.0
67913,Broadway & W 220 St,St Nicholas Ave & W 134 St,1.0
67917,Broadway & W 220 St,St. Nicholas Ave & W 157 St,1.0
67918,Broadway & W 220 St,Stanton St & Chrystie St,1.0
67919,Broadway & W 220 St,Stanton St & Norfolk St,1.0
19866,3 Ave & E 72 St,45 Rd & 11 St,1.0
19845,3 Ave & E 71 St,Water St & Fletcher St,1.0
19846,3 Ave & E 71 St,Water St & Gouverneur Ln,1.0
19848,3 Ave & E 71 St,Watts St & Greenwich St,1.0
247206,W 44 St & 11 Ave,E 106 St & 2 Ave,1.0
19843,3 Ave & E 71 St,Washington St & Barrow St,1.0
247189,W 44 St & 11 Ave,Devoe St & Lorimer St,1.0
247190,W 44 St & 11 Ave,Ditmars Blvd & 79 St,1.0
67931,Broadway & W 220 St,W 106 St & Central Park West,1.0
121804,E 54 St & 1 Ave,McKibbin St & Bogart St,1.0
121805,E 54 St & 1 Ave,McKibbin St & Manhattan Ave,1.0
121806,E 54 St & 1 Ave,Melrose Ave & E 150 St,1.0
19859,3 Ave & E 72 St,12 Ave & W 125 St,1.0
19862,3 Ave & E 72 St,27 Ave & 9 St,1.0
19863,3 Ave & E 72 St,30 St & 48 Ave,1.0
19864,3 Ave & E 72 St,31 Ave & 14 St,1.0
19871,3 Ave & E 72 St,Adam Clayton Powell Blvd & W 151 St,1.0
29440,44 Dr & Jackson Ave,E 20 St & FDR Dr,1.0
121737,E 54 St & 1 Ave,Intervale Ave & Kelly St,1.0
121738,E 54 St & 1 Ave,Intervale Ave & Westchester Ave,1.0
121739,E 54 St & 1 Ave,Irving Ave & Halsey St,1.0
121740,E 54 St & 1 Ave,Isham St & Broadway,1.0
121745,E 54 St & 1 Ave,Jefferson Ave & Evergreen Ave,1.0
121729,E 54 St & 1 Ave,Hudson Blvd E & W 36 St,1.0
29404,44 Dr & Jackson Ave,4 Ave & 3 St,1.0
29423,44 Dr & Jackson Ave,Broad St & Bridge St,1.0
247226,W 44 St & 11 Ave,E 138 St & 5 Av,1.0
247227,W 44 St & 11 Ave,E 138 St & Cypress Ave,1.0
247232,W 44 St & 11 Ave,E 158 St & Melrose Ave,1.0
247216,W 44 St & 11 Ave,E 118 St & 3 Ave,1.0
247218,W 44 St & 11 Ave,E 118 St & Park Ave,1.0
19869,3 Ave & E 72 St,48 Ave & 31 St,1.0
121770,E 54 St & 1 Ave,Lenox Ave & W 144 St,1.0
121774,E 54 St & 1 Ave,Lexington Ave & Classon Ave,1.0
121781,E 54 St & 1 Ave,Liberty St & Nassau St,1.0
121757,E 54 St & 1 Ave,Kosciuszko St & Tompkins Ave,1.0
121759,E 54 St & 1 Ave,Lafayette Ave & Ft Greene Pl,1.0
121749,E 54 St & 1 Ave,Kent Ave & Division Ave,1.0
121755,E 54 St & 1 Ave,Knickerbocker Ave & Cooper St,1.0
121756,E 54 St & 1 Ave,Knickerbocker Ave & George St,1.0
121798,E 54 St & 1 Ave,Marcy Ave & Lafayette Ave,1.0
121799,E 54 St & 1 Ave,Margaret Corbin Plz & Ft Washington Ave,1.0
121800,E 54 St & 1 Ave,Marion Ave & Mosholu Pkwy,1.0
67901,Broadway & W 220 St,Ryer Ave & E 182 St,1.0
121782,E 54 St & 1 Ave,Lincoln Ave & E 134 St,1.0
121785,E 54 St & 1 Ave,Lorimer St & Broadway,1.0
121790,E 54 St & 1 Ave,Madison Ave & E 120 St,1.0
121769,E 54 St & 1 Ave,Lenox Ave & W 133 St,1.0
121705,E 54 St & 1 Ave,Green St & McGuinness Blvd,1.0
121706,E 54 St & 1 Ave,Greene Ave & Grandview Ave,1.0
121708,E 54 St & 1 Ave,Greenpoint Ave & 47 St,1.0
121688,E 54 St & 1 Ave,Fulton St & Waverly Ave,1.0
121692,E 54 St & 1 Ave,Gerard Ave & E 165 St,1.0
121693,E 54 St & 1 Ave,Goulden Ave & W 197 St,1.0
121685,E 54 St & 1 Ave,Fulton St & Adams St,1.0
121666,E 54 St & 1 Ave,Evergreen Ave & Noll St,1.0
3119,1 Ave & E 44 St,50 St & Northern Blvd,1.0
3120,1 Ave & E 44 St,51 St & Hobart St,1.0
29439,44 Dr & Jackson Ave,E 138 St & Grand Concourse,1.0
3104,1 Ave & E 44 St,48 St & Broadway,1.0
3105,1 Ave & E 44 St,49 Ave & 21 St,1.0
29426,44 Dr & Jackson Ave,Bus Slip & State St,1.0
29430,44 Dr & Jackson Ave,Cherry St,1.0
121699,E 54 St & 1 Ave,Grand Concourse & E 203 St,1.0
3124,1 Ave & E 44 St,58 St & Pier 4,1.0
3126,1 Ave & E 44 St,6 Ave & Canal St,1.0
29367,43 St & Skillman Ave,Old Slip & South St,1.0
29368,43 St & Skillman Ave,Riverside Blvd & W 67 St,1.0
29369,43 St & Skillman Ave,Riverside Dr & W 72 St,1.0
3107,1 Ave & E 44 St,5 Av & W 139 St,1.0
3108,1 Ave & E 44 St,5 Ave & 3 St,1.0
3117,1 Ave & E 44 St,5 Ave & W 131 St,1.0
121732,E 54 St & 1 Ave,Hunts Point Ave & Bryant Ave,1.0
121722,E 54 St & 1 Ave,Hazen St & 20 Ave,1.0
121723,E 54 St & 1 Ave,Henry St & Degraw St,1.0
121714,E 54 St & 1 Ave,Greenwich St & Rector St,1.0
121716,E 54 St & 1 Ave,Grove St & Broadway,1.0
121717,E 54 St & 1 Ave,Halsey St & Broadway,1.0
121718,E 54 St & 1 Ave,Halsey St & Ralph Ave,1.0
3123,1 Ave & E 44 St,58 St & 32 Ave,1.0
29383,43 St & Skillman Ave,West Thames St,1.0
29385,44 Dr & Jackson Ave,1 Ave & E 110 St,1.0
29372,43 St & Skillman Ave,South St & Whitehall St,1.0
29373,43 St & Skillman Ave,Southpoint Park,1.0
29379,43 St & Skillman Ave,W 15 St & 10 Ave,1.0
29380,43 St & Skillman Ave,W 218 St & Indian Rd,1.0
13528,2 Ave & E 125 St,Goulden Ave & W 205 St,1.0
13529,2 Ave & E 125 St,Gramercy Park N & Gramercy Park E,1.0
3131,1 Ave & E 44 St,62 St & 34 Ave,1.0
3134,1 Ave & E 44 St,65 St & Roosevelt Ave,1.0
29391,44 Dr & Jackson Ave,20 Ave & 33 St,1.0
29397,44 Dr & Jackson Ave,3 Ave & Carroll St,1.0
29398,44 Dr & Jackson Ave,3 St & 3 Ave,1.0
29399,44 Dr & Jackson Ave,3 St & Hoyt St,1.0
29381,43 St & Skillman Ave,Washington St & Gansevoort St,1.0
29382,43 St & Skillman Ave,West St & Liberty St,1.0
121634,E 54 St & 1 Ave,E 8 St & Caton Ave,1.0
67948,Broadway & W 220 St,W 16 St & The High Line,1.0
67955,Broadway & W 220 St,W 18 St & 6 Ave,1.0
67960,Broadway & W 220 St,W 190 St & St. Nicholas Ave,1.0
67940,Broadway & W 220 St,W 135 St & Lenox Terrace Pl,1.0
67941,Broadway & W 220 St,W 140 St & Riverside Dr,1.0
67942,Broadway & W 220 St,W 144 St & Adam Clayton Powell Blvd,1.0
67945,Broadway & W 220 St,W 15 St & 7 Ave,1.0
121668,E 54 St & 1 Ave,Flatbush Ave & Ocean Ave,1.0
121674,E 54 St & 1 Ave,Franklin Ave & Myrtle Ave,1.0
121661,E 54 St & 1 Ave,E Tremont Ave & E 176 St,1.0
121663,E 54 St & 1 Ave,Edgecombe Ave & W 141 St,1.0
121664,E 54 St & 1 Ave,Edgecombe Ave & W 145 St,1.0
67963,Broadway & W 220 St,W 20 St & 8 Ave,1.0
13531,2 Ave & E 125 St,Grand Ave & W 181 St,1.0
13532,2 Ave & E 125 St,Grand Ave & W Fordham Rd,1.0
13558,2 Ave & E 125 St,Kent St & McGuinness Blvd,1.0
13559,2 Ave & E 125 St,King St & Varick St,1.0
13560,2 Ave & E 125 St,LaGuardia Pl & W 3 St,1.0
13562,2 Ave & E 125 St,Lafayette St & E 8 St,1.0
13563,2 Ave & E 125 St,Lafayette St & Jersey St,1.0
17473,27 Ave & 3 St,Graham Ave & Withers St,1.0
13556,2 Ave & E 125 St,John St & William St,1.0
13557,2 Ave & E 125 St,Kent Ave & N 7 St,1.0
29359,43 St & Skillman Ave,India St Pier,1.0
29347,43 St & Skillman Ave,Coffey St & Conover St,1.0
29348,43 St & Skillman Ave,Columbia Heights & Cranberry St,1.0
29349,43 St & Skillman Ave,Columbia St & Degraw St,1.0
29352,43 St & Skillman Ave,E 47 St & 1 Ave,1.0
29353,43 St & Skillman Ave,E 60 St & York Ave,1.0
29354,43 St & Skillman Ave,E 72 St & York Ave,1.0
29346,43 St & Skillman Ave,Clinton Ave & Flushing Ave,1.0
13504,2 Ave & E 125 St,Edgecombe Ave & W 167 St,1.0
13505,2 Ave & E 125 St,Emerson Pl & Myrtle Ave,1.0
13506,2 Ave & E 125 St,FDR Drive & E 35 St,1.0
13507,2 Ave & E 125 St,Featherbed Ln & Jerome Ave,1.0
29366,43 St & Skillman Ave,N 15 St & Wythe Ave,1.0
247332,W 44 St & 11 Ave,E 92 St & Park Ave,1.0
29355,43 St & Skillman Ave,FDR Drive & E 35 St,1.0
29358,43 St & Skillman Ave,Front St & Jay St,1.0
67935,Broadway & W 220 St,W 116 St & Amsterdam Ave,1.0
13520,2 Ave & E 125 St,Freeman St & Southern Blvd,1.0
13521,2 Ave & E 125 St,Fulton Ave & E 172 St,1.0
13525,2 Ave & E 125 St,Gerard Ave & E 165 St,1.0
13526,2 Ave & E 125 St,Gerard Ave & McClellan St,1.0
13508,2 Ave & E 125 St,Featherbed Ln & Nelson Ave,1.0
13510,2 Ave & E 125 St,Fort Washington Ave & W 173 St,1.0
13512,2 Ave & E 125 St,Franklin St & W Broadway,1.0
13548,2 Ave & E 125 St,Intervale Ave & Westchester Ave,1.0
13549,2 Ave & E 125 St,Inwood Ave & W 170 St,1.0
13550,2 Ave & E 125 St,Jerome Ave & E 164 St,1.0
13551,2 Ave & E 125 St,Jerome Ave & E Mosholu Parkway S,1.0
13553,2 Ave & E 125 St,Jerome Ave & W 177 St,1.0
13554,2 Ave & E 125 St,Jerome Ave & W 184 St,1.0
67970,Broadway & W 220 St,W 22 St & 10 Ave,1.0
13539,2 Ave & E 125 St,Grand Concourse & East Mount Eden Ave,1.0
247341,W 44 St & 11 Ave,E Tremont Ave & Jerome Ave,1.0
67972,Broadway & W 220 St,W 25 St & 6 Ave,1.0
67973,Broadway & W 220 St,W 29 St & 9 Ave,1.0
67974,Broadway & W 220 St,W 37 St & 5 Ave,1.0
67975,Broadway & W 220 St,W 41 St & 8 Ave,1.0
67976,Broadway & W 220 St,W 42 St & 6 Ave,1.0
67977,Broadway & W 220 St,W 45 St & 8 Ave,1.0
67979,Broadway & W 220 St,W 50 St & 9 Ave,1.0
247369,W 44 St & 11 Ave,Front St & Washington St,1.0
247373,W 44 St & 11 Ave,Fulton St & Irving Pl,1.0
247352,W 44 St & 11 Ave,Flushing Ave & Woodward Ave,1.0
247358,W 44 St & 11 Ave,Fort Washington Ave & W 183 St,1.0
247359,W 44 St & 11 Ave,Franklin Ave & Myrtle Ave,1.0
247344,W 44 St & 11 Ave,Edgecombe Ave & W 141 St,1.0
247346,W 44 St & 11 Ave,Edgecombe Ave & W 150 St,1.0
247338,W 44 St & 11 Ave,E Burnside Ave & Ryer Ave,1.0
67991,Broadway & W 220 St,W 84 St & Columbus Ave,1.0
67992,Broadway & W 220 St,W 87 St & Amsterdam Ave,1.0
67993,Broadway & W 220 St,W 89 St & Columbus Ave,1.0
67994,Broadway & W 220 St,W 92 St & Broadway,1.0
67984,Broadway & W 220 St,W 59 St & 10 Ave,1.0
67986,Broadway & W 220 St,W 64 St & Thelonious Monk Circle,1.0
247365,W 44 St & 11 Ave,Frederick Douglass Blvd & W 139 St,1.0
247367,W 44 St & 11 Ave,Front St & Gold St,1.0
247381,W 44 St & 11 Ave,Graham Ave & Herbert St,1.0
247385,W 44 St & 11 Ave,Grand Concourse & E 156 St,1.0
121536,E 54 St & 1 Ave,E 134 St & Walnut Ave,1.0
121539,E 54 St & 1 Ave,E 138 St & Park Ave,1.0
121542,E 54 St & 1 Ave,E 141 St & Jackson Ave,1.0
121543,E 54 St & 1 Ave,E 141 St & St Anns Ave,1.0
121524,E 54 St & 1 Ave,E 115 St & Madison Ave,1.0
121531,E 54 St & 1 Ave,E 123 St & Lexington Ave,1.0
29310,43 St & Broadway,Stagg St & Morgan Ave,1.0
247386,W 44 St & 11 Ave,Grand Concourse & E 161 St,1.0
247387,W 44 St & 11 Ave,Grand Concourse & E 167 St,1.0
247393,W 44 St & 11 Ave,Greene Ave & Grandview Ave,1.0
247374,W 44 St & 11 Ave,Fulton St & Waverly Ave,1.0
247377,W 44 St & 11 Ave,George St & Wilson Ave,1.0
247378,W 44 St & 11 Ave,Gerard Ave & E 165 St,1.0
247379,W 44 St & 11 Ave,Graham Ave & Conselyea St,1.0
29315,43 St & Broadway,W 10 St & Washington St,1.0
29316,43 St & Broadway,W 34 St & 11 Ave,1.0
29317,43 St & Broadway,W 44 St & 11 Ave,1.0
29319,43 St & Broadway,West St & Chambers St,1.0
29320,43 St & Broadway,West Thames St,1.0
29303,43 St & Broadway,N 15 St & Wythe Ave,1.0
29304,43 St & Broadway,Pleasant Ave & E 120 St,1.0
29305,43 St & Broadway,Riverside Dr & W 138 St,1.0
13542,2 Ave & E 125 St,Hamilton Pl & W 140 St,1.0
13543,2 Ave & E 125 St,Henry St & Grand St,1.0
121546,E 54 St & 1 Ave,E 149 St & Morris Ave,1.0
121547,E 54 St & 1 Ave,E 149 St & Park Ave,1.0
121552,E 54 St & 1 Ave,E 161 St & River Ave,1.0
121553,E 54 St & 1 Ave,E 163 St & Union Ave,1.0
13538,2 Ave & E 125 St,Grand Concourse & E 196 St,1.0
29313,43 St & Broadway,Vernon Blvd & 41 Rd,1.0
29329,43 St & Skillman Ave,30 Ave & 12 St,1.0
17482,27 Ave & 3 St,India St Pier,1.0
17483,27 Ave & 3 St,Irving Ave & DeKalb Ave,1.0
17485,27 Ave & 3 St,Kent Ave & Division Ave,1.0
17487,27 Ave & 3 St,King St & Varick St,1.0
17488,27 Ave & 3 St,Kingston Ave & Herkimer St,1.0
17475,27 Ave & 3 St,Grand Ave & Bergen St,1.0
17477,27 Ave & 3 St,Greenpoint Ave & Manhattan Ave,1.0
247414,W 44 St & 11 Ave,Hoyt St & Warren St,1.0
247419,W 44 St & 11 Ave,Humboldt St & Varet St,1.0
29331,43 St & Skillman Ave,31 Ave & 14 St,1.0
29321,43 St & Broadway,Wyckoff St & Nevins St,1.0
29323,43 St & Skillman Ave,1 Ave & E 110 St,1.0
29324,43 St & Skillman Ave,1 Ave & E 30 St,1.0
29327,43 St & Skillman Ave,27 Ave & 3 St,1.0
29328,43 St & Skillman Ave,27 Ave & 9 St,1.0
17492,27 Ave & 3 St,Leonard St & Maujer St,1.0
17494,27 Ave & 3 St,Madison Av & E 51 St,1.0
17496,27 Ave & 3 St,Madison St & Seneca Ave,1.0
17497,27 Ave & 3 St,McGuinness Blvd & Eagle St,1.0
247423,W 44 St & 11 Ave,India St & Manhattan Ave,1.0
247425,W 44 St & 11 Ave,Jackson St & Leonard St,1.0
247428,W 44 St & 11 Ave,Jerome Ave & E 164 St,1.0
247411,W 44 St & 11 Ave,Hoe Ave & Jennings St,1.0
121532,E 54 St & 1 Ave,E 128 St & 3 Ave,1.0
17499,27 Ave & 3 St,Montague St & Clinton St,1.0
17500,27 Ave & 3 St,Morgan Loading Docks,1.0
17502,27 Ave & 3 St,N 11 St & Kent Ave,1.0
17503,27 Ave & 3 St,N 12 St & Bedford Ave,1.0
121521,E 54 St & 1 Ave,E 110 St & Madison Ave,1.0
17490,27 Ave & 3 St,LaGuardia Pl & W 3 St,1.0
17491,27 Ave & 3 St,Lafayette St & E 8 St,1.0
121489,E 54 St & 1 Ave,Dean St & Franklin Ave,1.0
121492,E 54 St & 1 Ave,Devoe St & Morgan Ave,1.0
121493,E 54 St & 1 Ave,Ditmars Blvd & 43 St,1.0
121494,E 54 St & 1 Ave,Ditmars Blvd & 48 St,1.0
121475,E 54 St & 1 Ave,Convent Ave & W 135 St,1.0
121483,E 54 St & 1 Ave,Crescent St & Ditmars Blvd,1.0
121484,E 54 St & 1 Ave,Creston Ave & E 178 St,1.0
121485,E 54 St & 1 Ave,Cumberland St & Lafayette Ave,1.0
247447,W 44 St & 11 Ave,Lenox Ave & W 133 St,1.0
247449,W 44 St & 11 Ave,Lenox Ave & W 144 St,1.0
247452,W 44 St & 11 Ave,Lexington Ave & Classon Ave,1.0
247433,W 44 St & 11 Ave,Kingston Ave & Herkimer St,1.0
247434,W 44 St & 11 Ave,Knickerbocker Ave & Thames St,1.0
247436,W 44 St & 11 Ave,Lafayette Ave & Ft Greene Pl,1.0
247437,W 44 St & 11 Ave,Lafayette Ave & St James Pl,1.0
121488,E 54 St & 1 Ave,DeKalb Ave & Hudson Ave,1.0
247483,W 44 St & 11 Ave,Manhattan Av & Leonard St,1.0
247455,W 44 St & 11 Ave,Lexington Ave & E 128 St,1.0
247462,W 44 St & 11 Ave,Lincoln Ave & E 134 St,1.0
247463,W 44 St & 11 Ave,Lincoln Ave & E 138 St,1.0
247464,W 44 St & 11 Ave,Lincoln Pl & Classon Ave,1.0
247467,W 44 St & 11 Ave,Lorimer St & Broadway,1.0
247470,W 44 St & 11 Ave,Macombs Pl & W 152 St,1.0
247471,W 44 St & 11 Ave,Macon St & Nostrand Ave,1.0
17478,27 Ave & 3 St,Halsey St & Tompkins Ave,1.0
17480,27 Ave & 3 St,Huron St & Franklin St,1.0
121504,E 54 St & 1 Ave,Dwight St & Van Dyke St,1.0
121505,E 54 St & 1 Ave,Dyckman St & Henshaw St,1.0
121506,E 54 St & 1 Ave,Dyckman St & Staff St,1.0
121496,E 54 St & 1 Ave,Division Ave & Hooper St,1.0
121497,E 54 St & 1 Ave,Division Ave & Marcy Ave,1.0
247479,W 44 St & 11 Ave,Madison St & Evergreen Ave,1.0
121432,E 54 St & 1 Ave,Cambridge Pl & Gates Ave,1.0
121435,E 54 St & 1 Ave,Carroll St & 5 Ave,1.0
121422,E 54 St & 1 Ave,Brook Ave & E 157 St,1.0
121425,E 54 St & 1 Ave,Bruckner Blvd & Bryant Ave,1.0
121426,E 54 St & 1 Ave,Bus Slip & State St,1.0
121427,E 54 St & 1 Ave,Bushwick Ave & Linden St,1.0
121429,E 54 St & 1 Ave,Cadman Plaza E & Red Cross Pl,1.0
68033,Broadway & W 25 St,27 Ave & 3 St,1.0
247505,W 44 St & 11 Ave,Mount Eden Pkwy & Eastburn Ave,1.0
247487,W 44 St & 11 Ave,McKibbin St & Manhattan Ave,1.0
247488,W 44 St & 11 Ave,Melrose Ave & E 150 St,1.0
247493,W 44 St & 11 Ave,Metropolitan Ave & Stewart Ave,1.0
247494,W 44 St & 11 Ave,Milton St & Franklin St,1.0
121441,E 54 St & 1 Ave,Central Ave & Flushing Ave,1.0
121442,E 54 St & 1 Ave,Central Ave & Starr Street,1.0
121430,E 54 St & 1 Ave,Cadman Plaza E & Tillary St,1.0
247510,W 44 St & 11 Ave,Myrtle Ave & Fleet Pl,1.0
247511,W 44 St & 11 Ave,N 11 St & Kent Ave,1.0
247512,W 44 St & 11 Ave,N 12 St & Bedford Ave,1.0
247515,W 44 St & 11 Ave,Nagle Ave & Thayer St,1.0
247516,W 44 St & 11 Ave,Nassau St & Duffield St,1.0
247495,W 44 St & 11 Ave,Monroe St & Classon Ave,1.0
247500,W 44 St & 11 Ave,Morris Ave & E 163 St,1.0
247503,W 44 St & 11 Ave,Motorgate,1.0
121486,E 54 St & 1 Ave,Davidson Ave & W Burnside Ave,1.0
121466,E 54 St & 1 Ave,Clinton St & Tillary St,1.0
121467,E 54 St & 1 Ave,Columbia Heights & Cranberry St,1.0
121472,E 54 St & 1 Ave,Commerce St & Van Brunt St,1.0
121473,E 54 St & 1 Ave,Concord St & Bridge St,1.0
121474,E 54 St & 1 Ave,Congress St & Clinton St,1.0
247521,W 44 St & 11 Ave,Ogden Ave & W 164 St,1.0
247522,W 44 St & 11 Ave,Ogden Ave & W 165 St,1.0
68003,Broadway & W 220 St,Walker St & Baxter St,1.0
68004,Broadway & W 220 St,Walton Ave & E 153 St,1.0
68006,Broadway & W 220 St,Washington Pl & 6 Ave,1.0
68007,Broadway & W 220 St,Washington St & Barrow St,1.0
68008,Broadway & W 220 St,Washington St & Gansevoort St,1.0
68009,Broadway & W 220 St,Waterloo Pl & Crotona Park East,1.0
121401,E 54 St & 1 Ave,Broadway & Moylan Pl,1.0
121402,E 54 St & 1 Ave,Broadway & Roebling St,1.0
247540,W 44 St & 11 Ave,Plaza Dr & W 170 St,1.0
247542,W 44 St & 11 Ave,Pleasant Ave & E 120 St,1.0
68029,Broadway & W 25 St,19 St & 24 Ave,1.0
68030,Broadway & W 25 St,2 Ave & E 125 St,1.0
68011,Broadway & W 220 St,Webster Ave & Ford St,1.0
68013,Broadway & W 220 St,West End Ave & W 78 St,1.0
68017,Broadway & W 220 St,Willis Ave & Bruckner Blvd,1.0
121407,E 54 St & 1 Ave,Broadway & W 160 St,1.0
29279,43 St & Broadway,Broadway & W 220 St,1.0
29282,43 St & Broadway,Clinton Ave & Flushing Ave,1.0
29283,43 St & Broadway,Columbia Heights & Cranberry St,1.0
29285,43 St & Broadway,Dock St & Front St,1.0
29287,43 St & Broadway,E 54 St & 1 Ave,1.0
247543,W 44 St & 11 Ave,Prospect Park SW & Greenwood Ave,1.0
247544,W 44 St & 11 Ave,Prospect Pl & 6 Ave,1.0
29272,43 St & Broadway,48 Ave & 31 St,1.0
68034,Broadway & W 25 St,27 Ave & 9 St,1.0
68035,Broadway & W 25 St,31 Ave & 14 St,1.0
68036,Broadway & W 25 St,34th Ave & Vernon Blvd,1.0
68038,Broadway & W 25 St,45 Rd & 11 St,1.0
29288,43 St & Broadway,E 58 St & 1 Ave (NE Corner),1.0
29291,43 St & Broadway,E 82 St & East End Ave,1.0
29295,43 St & Broadway,Icahn Stadium,1.0
29296,43 St & Broadway,India St Pier,1.0
121355,E 54 St & 1 Ave,Amsterdam Ave & W 175 St,1.0
121339,E 54 St & 1 Ave,Adam Clayton Powell Blvd & W 118 St,1.0
121343,E 54 St & 1 Ave,Adam Clayton Powell Blvd & W 138 St,1.0
121319,E 54 St & 1 Ave,67 St & Ridge Blvd,1.0
121323,E 54 St & 1 Ave,72 St & Woodside Ave,1.0
121332,E 54 St & 1 Ave,8 St & Astoria Blvd,1.0
121335,E 54 St & 1 Ave,9 Ave & W 39 St,1.0
13599,2 Ave & E 125 St,Metropolitan Ave & Stewart Ave,1.0
247580,W 44 St & 11 Ave,Southern Blvd & E 149 St,1.0
247563,W 44 St & 11 Ave,Rogers Ave & Sterling St,1.0
247569,W 44 St & 11 Ave,Schermerhorn St & Bond St,1.0
29299,43 St & Broadway,Metropolitan Ave & Vandervoort Ave,1.0
121346,E 54 St & 1 Ave,Albee Square W & Fulton St,1.0
121352,E 54 St & 1 Ave,Amsterdam Ave & W 136 St,1.0
121353,E 54 St & 1 Ave,Amsterdam Ave & W 156 St,1.0
121354,E 54 St & 1 Ave,Amsterdam Ave & W 172 St,1.0
121376,E 54 St & 1 Ave,Bedford Ave & Bergen St,1.0
121360,E 54 St & 1 Ave,Ashland Pl & Dekalb Ave,1.0
121365,E 54 St & 1 Ave,Ave D & E 8 St,1.0
121368,E 54 St & 1 Ave,Avenue D & E 12 St,1.0
247572,W 44 St & 11 Ave,Smith St & 9 St,1.0
247573,W 44 St & 11 Ave,Soissons Landing,1.0
247578,W 44 St & 11 Ave,Southern Blvd & Avenue St. John,1.0
247579,W 44 St & 11 Ave,Southern Blvd & E 142 St,1.0
121405,E 54 St & 1 Ave,Broadway & W 138 St,1.0
121406,E 54 St & 1 Ave,Broadway & W 153 St,1.0
121388,E 54 St & 1 Ave,Bradley Ave & Greenpoint Ave,1.0
121390,E 54 St & 1 Ave,Bridge St & York St,1.0
121392,E 54 St & 1 Ave,Broadway & 12 St,1.0
121393,E 54 St & 1 Ave,Broadway & 49 St,1.0
121386,E 54 St & 1 Ave,Boerum Pl\t& Pacific St,1.0
121387,E 54 St & 1 Ave,Bradhurst Ave & W 148 St,1.0
68071,Broadway & W 25 St,Coffey St & Ferris St,1.0
68072,Broadway & W 25 St,Columbia Heights & Cranberry St,1.0
68046,Broadway & W 25 St,Adam Clayton Powell Blvd & W 151 St,1.0
68047,Broadway & W 25 St,Alexander Ave & E 134 St,1.0
68048,Broadway & W 25 St,Amsterdam Ave & W 175 St,1.0
68049,Broadway & W 25 St,Astoria Park S & Shore Blvd,1.0
68055,Broadway & W 25 St,Bailey Ave & Sedgwick Ave,1.0
68057,Broadway & W 25 St,Banker St & Meserole Ave,1.0
13573,2 Ave & E 125 St,Leonard St & Nassau Ave,1.0
13578,2 Ave & E 125 St,Lexington Ave & E 29 St,1.0
13579,2 Ave & E 125 St,Lexington Ave & E 36 St,1.0
13582,2 Ave & E 125 St,Little West St & 1 Pl,1.0
13583,2 Ave & E 125 St,Longwood Ave & Southern Blvd,1.0
13586,2 Ave & E 125 St,Macombs Rd & W 175 St,1.0
13587,2 Ave & E 125 St,Madison Av & E 51 St,1.0
68067,Broadway & W 25 St,Center Blvd & 51 Ave,1.0
29238,43 St & 50 Ave,N 11 St & Kent Ave,1.0
247594,W 44 St & 11 Ave,Stagg St & Morgan Ave,1.0
247595,W 44 St & 11 Ave,Stagg St & Union Ave,1.0
247596,W 44 St & 11 Ave,Stanhope St & Fairview Ave,1.0
247601,W 44 St & 11 Ave,Sterling Pl & Bedford Ave,1.0
13589,2 Ave & E 125 St,Madison Ave & E 82 St,1.0
13591,2 Ave & E 125 St,Marcy Ave & Lafayette Ave,1.0
13598,2 Ave & E 125 St,Metropolitan Ave & Bedford Ave,1.0
121313,E 54 St & 1 Ave,61 St & Woodside Ave,1.0
121317,E 54 St & 1 Ave,65 St & Roosevelt Ave,1.0
121318,E 54 St & 1 Ave,67 St & Erik Pl,1.0
29247,43 St & 50 Ave,Stanton St & Mangin St,1.0
29251,43 St & 50 Ave,W 46 St & 11 Ave,1.0
29252,43 St & 50 Ave,Water St & Gouverneur Ln,1.0
