,start_station_name,end_station_name,value
61482,Bleecker St & Crosby St,West St & Chambers St,226.0
168711,Little West St & 1 Pl,Water St & Gouverneur Ln,226.0
114861,E 33 St & 1 Ave,Central Park S & 6 Ave,226.0
116641,E 40 St & Park Ave,Greenwich St & W Houston St,226.0
115775,E 35 St & Madison Ave,E 33 St & 1 Ave,226.0
183525,Nassau Ave & Newell St,Milton St & Franklin St,226.0
6446,10 Ave & W 14 St,Washington Pl & 6 Ave,226.0
100837,E 10 St & Avenue A,1 Ave & E 30 St,226.0
265903,West St & Chambers St,South St & Pike St,226.0
153928,Hudson St & Reade St,Little West St & 1 Pl,226.0
267135,West Thames St,6 Ave & Broome St,226.0
65571,Broadway & E 19 St,E 33 St & 1 Ave,226.0
266717,West St & Liberty St,MacDougal St & Prince St,226.0
170315,Madison Ave & E 26 St,1 Ave & E 30 St,226.0
168519,Little West St & 1 Pl,Riverside Blvd & W 67 St,226.0
154073,Hudson St & W 13 St,Morton St & Washington St,226.0
111986,E 20 St & FDR Dr,E 39 St & 2 Ave,226.0
4365,1 Ave & E 68 St,Roosevelt Island Tramway,226.0
265799,West St & Chambers St,Mott St & Prince St,226.0
124346,E 6 St & Avenue D,E 33 St & 1 Ave,226.0
96790,Dock St & Front St,Brooklyn Bridge Park - Pier 2,226.0
123945,E 59 St & Madison Ave,E 54 St & 1 Ave,226.0
127026,E 72 St & York Ave,E 48 St & 3 Ave,226.0
219964,Stanton St & Mangin St,E 2 St & Avenue C,226.0
149966,Greenwich St & W Houston St,Washington Pl & 6 Ave,226.0
10015,12 Ave & W 125 St,W 113 St & Broadway,225.0
186852,Old Slip & South St,Clinton St & Cherry St,225.0
191686,Pier 40 - Hudson River Park,John St & William St,225.0
227250,Vernon Blvd & 31 Ave,Vernon Blvd & 10 St,225.0
161927,LaGuardia Pl & W 3 St,Washington St & Gansevoort St,225.0
206133,Riverside Dr & W 91 St,10 Ave & W 14 St,225.0
160957,King St & Varick St,Pier 40 - Hudson River Park,225.0
138546,Franklin St & Dupont St,Driggs Ave & Lorimer St,225.0
48375,Allen St & Hester St,Pike St & Monroe St,225.0
89055,Columbus Ave & W 95 St,Riverside Dr & W 91 St,225.0
121608,E 54 St & 1 Ave,E 56 St & Madison Ave,225.0
90352,Congress St & Hicks St,Schermerhorn St & Court St,225.0
156669,Jackson St & Leonard St,Wythe Ave & Metropolitan Ave,225.0
201524,Riverside Dr & W 104 St,W 44 St & 11 Ave,225.0
4830,1 Ave & E 94 St,E 118 St & 3 Ave,225.0
168707,Little West St & 1 Pl,Washington St & Barrow St,225.0
154123,Hudson St & W 13 St,Washington St & Gansevoort St,225.0
117576,E 47 St & 1 Ave,2 Ave & E 29 St,225.0
173045,McGuinness Blvd & Eagle St,India St Pier,225.0
105996,E 138 St & 5 Av,Lenox Ave & W 126 St,225.0
216365,Spring St & Hudson St,W 16 St & The High Line,225.0
8834,11 Ave & W 27 St,W 10 St & Washington St,225.0
115024,E 33 St & 1 Ave,E 56 St & 3 Ave,225.0
115045,E 33 St & 1 Ave,E 72 St & York Ave,225.0
206007,Riverside Dr & W 82 St,W 22 St & 10 Ave,225.0
206070,Riverside Dr & W 82 St,W 82 St & Central Park West,225.0
25607,36 Ave & 10 St,40 Ave & 9 St,225.0
263830,Watts St & Greenwich St,Morton St & Washington St,225.0
181827,N 11 St & Kent Ave,S 5 Pl & S 5 St,225.0
140750,Front St & Jay St,Court St & State St,225.0
64186,Broad St & Bridge St,Murray St & Greenwich St,225.0
208671,S 4 St & Wythe Ave,Canal St & Rutgers St,225.0
235679,W 15 St & 10 Ave,West End Ave & W 60 St,225.0
235684,W 15 St & 10 Ave,West Thames St,225.0
9498,12 Ave & W 125 St,Amsterdam Ave & W 119 St,225.0
242657,W 26 St & 8 Ave,W 16 St & The High Line,225.0
257620,Washington Ave & Park Ave,Clinton Ave & Flushing Ave,225.0
10186,12 Ave & W 40 St,10 Ave & W 28 St,225.0
178430,Morton St & Washington St,Hudson St & W 13 St,225.0
4219,1 Ave & E 68 St,1 Ave & E 30 St,224.0
176952,Montague St & Clinton St,Front St & Jay St,224.0
140398,Front St & Gold St,Flushing Ave & Vanderbilt Ave,224.0
175705,Milton St & Franklin St,Banker St & Meserole Ave,224.0
75698,Carroll St & Bond St,Union St & 4 Ave,224.0
82873,Cleveland Pl & Spring St,Pearl St & Hanover Square,224.0
76889,Catherine St & Monroe St,Vesey St & Church St,224.0
53914,Ave A & E 11 St,Ave D & E 8 St,224.0
149123,Greenwich St & W Houston St,11 Ave & W 59 St,224.0
119983,E 51 St & 1 Ave,E 84 St & 1 Ave,224.0
240517,W 20 St & 7 Ave,W 44 St & 11 Ave,224.0
210112,Schermerhorn St & Bond St,Wyckoff St & Nevins St,224.0
133053,East End Ave & E 86 St,5 Ave & E 87 St,224.0
122954,E 58 St & 1 Ave (NE Corner),E 47 St & 2 Ave,224.0
168863,Longfellow Ave & E 165 St,Longfellow Ave & E 165 St,224.0
122330,E 56 St & 3 Ave,E 54 St & 1 Ave,224.0
149868,Greenwich St & W Houston St,W 15 St & 10 Ave,224.0
229745,Vesey St & Church St,Bus Slip & State St,224.0
112335,E 20 St & FDR Dr,W 13 St & 5 Ave,224.0
112177,E 20 St & FDR Dr,Madison Ave & E 26 St,224.0
228465,Vernon Blvd & 50 Ave,Queens Plaza North & Crescent St,224.0
224783,University Pl & E 8 St,West St & Chambers St,224.0
4120,1 Ave & E 62 St,E 47 St & 1 Ave,224.0
226178,Vernon Blvd & 10 St,21 St & 31 Dr,224.0
163379,Lenox Ave & W 126 St,5 Av & W 139 St,224.0
249180,W 48 St & Rockefeller Plaza,1 Ave & E 39 St,224.0
249357,W 49 St & 8 Ave,E 33 St & 1 Ave,224.0
10550,12 Ave & W 40 St,E 16 St & 5 Ave,224.0
105234,E 132 St & Madison Ave,Lenox Ave & W 126 St,223.0
10285,12 Ave & W 40 St,6 Ave & W 34 St,223.0
258315,Washington St & Barrow St,8 Ave & W 16 St,223.0
195050,Pleasant Ave & E 116 St,Pleasant Ave & E 120 St,223.0
101930,E 106 St & 1 Ave,2 Ave & E 99 St,223.0
9,1 Ave & E 110 St,1 Ave & E 94 St,223.0
53184,Atlantic Ave & Furman St,Commerce St & Van Brunt St,223.0
47400,Adelphi St & Myrtle Ave,Flushing Ave & Vanderbilt Ave,223.0
265952,West St & Chambers St,University Pl & E 8 St,223.0
85011,Clinton St & Grand St,Ave D & E 8 St,223.0
11080,12 Ave & W 40 St,W 42 St & 6 Ave,223.0
184494,Norfolk St & Broome St,Pike St & Monroe St,223.0
187197,Old Slip & South St,Pearl St & Hanover Square,223.0
90927,Court St & Nelson St,Bergen St & Smith St,223.0
48713,Allen St & Stanton St,South St & Whitehall St,223.0
94296,Devoe St & Lorimer St,S 4 St & Wythe Ave,223.0
6069,10 Ave & W 14 St,Hudson St & Reade St,223.0
233236,W 13 St & 7 Ave,W 15 St & 10 Ave,223.0
149670,Greenwich St & W Houston St,MacDougal St & Prince St,223.0
15506,21 Ave & Shore Blvd,Shore Blvd & Astoria Park,223.0
251689,W 56 St & 8 Ave,12 Ave & W 40 St,223.0
229542,Vesey Pl & River Terrace,Thompson St & Bleecker St,223.0
82923,Cleveland Pl & Spring St,Water St & Fletcher St,223.0
254646,W 95 St & Broadway,Riverside Dr & W 91 St,223.0
185215,North Moore St & Greenwich St,South St & Whitehall St,223.0
252952,W 64 St & Thelonious Monk Circle,W 84 St & Columbus Ave,223.0
91774,Crescent St & 34 Ave,34th Ave & Vernon Blvd,223.0
213687,South St & Gouverneur Ln,Henry St & Grand St,223.0
71573,Bus Slip & State St,Albany St & Greenwich St,223.0
235310,W 15 St & 10 Ave,Greenwich St & W Houston St,223.0
54629,Ave D & E 8 St,Pike St & E Broadway,223.0
241579,W 22 St & 10 Ave,West Thames St,223.0
142872,Fulton St & Broadway,Water St & Gouverneur Ln,223.0
236482,W 16 St & The High Line,11 Ave & W 59 St,223.0
259525,Washington St & Gansevoort St,Hudson St & Reade St,223.0
208721,S 4 St & Wythe Ave,Clinton Ave & Flushing Ave,223.0
229287,Vesey Pl & River Terrace,Fulton St & William St,223.0
178027,Morton St & Washington St,12 Ave & W 40 St,223.0
40743,6 Ave & Walker St,West St & Liberty St,223.0
137056,Flushing Ave & Vanderbilt Ave,Washington Ave & Greene Ave,222.0
252895,W 64 St & Thelonious Monk Circle,W 30 St & 10 Ave,222.0
9542,12 Ave & W 125 St,Broadway & W 122 St,222.0
146429,Grand St & Elizabeth St,Clinton St & Cherry St,222.0
200576,Riverside Blvd & W 67 St,W 100 St & Broadway,222.0
184719,North Moore St & Greenwich St,Barrow St & Hudson St,222.0
247826,W 44 St & 5 Ave,E 33 St & 1 Ave,222.0
10339,12 Ave & W 40 St,Amsterdam Ave & W 79 St,222.0
147691,Greene St & Prince St,West St & Chambers St,222.0
57286,Bank St & Washington St,7 Ave S & Bleecker St,222.0
55749,Avenue D & E 10 St,E 9 St & Avenue C,222.0
135351,FDR Drive & E 35 St,E 54 St & 1 Ave,222.0
138326,Franklin St & Dupont St,5 St & 51 Ave,222.0
195002,Pleasant Ave & E 116 St,Lexington Ave & E 120 St,222.0
173930,Mercer St & Spring St,Greenwich St & W Houston St,222.0
176050,Milton St & Franklin St,Graham Ave & Withers St,222.0
59542,Bayard St & Baxter St,West Thames St,222.0
80900,Centre St & Chambers St,Water St & Gouverneur Ln,222.0
58550,Banker St & Meserole Ave,N 12 St & Bedford Ave,222.0
209284,S 4 St & Wythe Ave,Union Ave & Jackson St,222.0
140604,Front St & Jay St,Ashland Pl & Dekalb Ave,222.0
151816,Henry St & Atlantic Ave,Columbia Heights & Cranberry St,222.0
